STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,COUNTERPART_AREA,Counterpart area,MEASURE,Measure,UNIT_MEASURE,Unit of measure,VISITOR_TYPE,Visitor type,ACCOMMODATION_TYPE,Accommodation type,SOURCE,Source,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,OBS_STATUS2,Observation status 2,UNIT_MULT,Unit multiplier
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),Inbound tourism,I,ITA,Italy,_Z,Not applicable,NIGHTS_ACCOM,Nights spent in tourism accommodation establishments,NGHT,Nights,_T,All visitors (overnight and same-day),HOTELS,Hotels and similar establishments,TDS,Tourism demand surveys,2020,,54227743,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),Inbound tourism,I,ITA,Italy,_Z,Not applicable,NIGHTS_ACCOM,Nights spent in tourism accommodation establishments,NGHT,Nights,_T,All visitors (overnight and same-day),HOTELS,Hotels and similar establishments,TDS,Tourism demand surveys,2021,,53536850,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),Inbound tourism,I,ITA,Italy,_Z,Not applicable,NIGHTS_ACCOM,Nights spent in tourism accommodation establishments,NGHT,Nights,_T,All visitors (overnight and same-day),HOTELS,Hotels and similar establishments,TDS,Tourism demand surveys,2022,,116427529,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),Inbound tourism,I,KOR,Korea,_Z,Not applicable,NIGHTS_ACCOM,Nights spent in tourism accommodation establishments,NGHT,Nights,_T,All visitors (overnight and same-day),HOTELS,Hotels and similar establishments,TDS,Tourism demand surveys,2008,,6689344,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),Inbound tourism,I,KOR,Korea,_Z,Not applicable,NIGHTS_ACCOM,Nights spent in tourism accommodation establishments,NGHT,Nights,_T,All visitors (overnight and same-day),HOTELS,Hotels and similar establishments,TDS,Tourism demand surveys,2009,,7636855,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),Inbound tourism,I,KOR,Korea,_Z,Not applicable,NIGHTS_ACCOM,Nights spent in tourism accommodation establishments,NGHT,Nights,_T,All visitors (overnight and same-day),HOTELS,Hotels and similar establishments,TDS,Tourism demand surveys,2010,,8252325,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),Inbound tourism,I,KOR,Korea,_Z,Not applicable,NIGHTS_ACCOM,Nights spent in tourism accommodation establishments,NGHT,Nights,_T,All visitors (overnight and same-day),HOTELS,Hotels and similar establishments,TDS,Tourism demand surveys,2011,,8441699,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),Inbound tourism,I,KOR,Korea,_Z,Not applicable,NIGHTS_ACCOM,Nights spent in tourism accommodation establishments,NGHT,Nights,_T,All visitors (overnight and same-day),HOTELS,Hotels and similar establishments,TDS,Tourism demand surveys,2012,,9094417,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),Inbound tourism,I,KOR,Korea,_Z,Not applicable,NIGHTS_ACCOM,Nights spent in tourism accommodation establishments,NGHT,Nights,_T,All visitors (overnight and same-day),HOTELS,Hotels and similar establishments,TDS,Tourism demand surveys,2013,,8436449,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),Inbound tourism,I,KOR,Korea,_Z,Not applicable,NIGHTS_ACCOM,Nights spent in tourism accommodation establishments,NGHT,Nights,_T,All visitors (overnight and same-day),HOTELS,Hotels and similar establishments,TDS,Tourism demand surveys,2014,,8182391,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),Inbound tourism,I,KOR,Korea,_Z,Not applicable,NIGHTS_ACCOM,Nights spent in tourism accommodation establishments,NGHT,Nights,_T,All visitors (overnight and same-day),HOTELS,Hotels and similar establishments,TDS,Tourism demand surveys,2015,,5795193,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),Inbound tourism,I,KOR,Korea,_Z,Not applicable,NIGHTS_ACCOM,Nights spent in tourism accommodation establishments,NGHT,Nights,_T,All visitors (overnight and same-day),HOTELS,Hotels and similar establishments,TDS,Tourism demand surveys,2016,,10058568,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),Inbound tourism,I,KOR,Korea,_Z,Not applicable,NIGHTS_ACCOM,Nights spent in tourism accommodation establishments,NGHT,Nights,_T,All visitors (overnight and same-day),HOTELS,Hotels and similar establishments,TDS,Tourism demand surveys,2017,,9475758,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),Inbound tourism,I,KOR,Korea,_Z,Not applicable,NIGHTS_ACCOM,Nights spent in tourism accommodation establishments,NGHT,Nights,_T,All visitors (overnight and same-day),HOTELS,Hotels and similar establishments,TDS,Tourism demand surveys,2018,,10725596,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),Inbound tourism,I,KOR,Korea,_Z,Not applicable,NIGHTS_ACCOM,Nights spent in tourism accommodation establishments,NGHT,Nights,_T,All visitors (overnight and same-day),HOTELS,Hotels and similar establishments,TDS,Tourism demand surveys,2019,,6802131,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),Inbound tourism,I,KOR,Korea,_Z,Not applicable,NIGHTS_ACCOM,Nights spent in tourism accommodation establishments,NGHT,Nights,_T,All visitors (overnight and same-day),HOTELS,Hotels and similar establishments,TDS,Tourism demand surveys,2020,,1378456,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),Inbound tourism,I,KOR,Korea,_Z,Not applicable,NIGHTS_ACCOM,Nights spent in tourism accommodation establishments,NGHT,Nights,_T,All visitors (overnight and same-day),HOTELS,Hotels and similar establishments,TDS,Tourism demand surveys,2021,,1641299,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),Inbound tourism,I,KOR,Korea,_Z,Not applicable,NIGHTS_ACCOM,Nights spent in tourism accommodation establishments,NGHT,Nights,_T,All visitors (overnight and same-day),HOTELS,Hotels and similar establishments,TDS,Tourism demand surveys,2022,,4008580,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),Inbound tourism,I,LVA,Latvia,_Z,Not applicable,NIGHTS_ACCOM,Nights spent in tourism accommodation establishments,NGHT,Nights,_T,All visitors (overnight and same-day),HOTELS,Hotels and similar establishments,TDS,Tourism demand surveys,2008,,3494206,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),Inbound tourism,I,LVA,Latvia,_Z,Not applicable,NIGHTS_ACCOM,Nights spent in tourism accommodation establishments,NGHT,Nights,_T,All visitors (overnight and same-day),HOTELS,Hotels and similar establishments,TDS,Tourism demand surveys,2009,,2415708,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),Inbound tourism,I,LVA,Latvia,_Z,Not applicable,NIGHTS_ACCOM,Nights spent in tourism accommodation establishments,NGHT,Nights,_T,All visitors (overnight and same-day),HOTELS,Hotels and similar establishments,TDS,Tourism demand surveys,2010,,2582078,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),Inbound tourism,I,LVA,Latvia,_Z,Not applicable,NIGHTS_ACCOM,Nights spent in tourism accommodation establishments,NGHT,Nights,_T,All visitors (overnight and same-day),HOTELS,Hotels and similar establishments,TDS,Tourism demand surveys,2011,,2901047,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),Inbound tourism,I,LVA,Latvia,_Z,Not applicable,NIGHTS_ACCOM,Nights spent in tourism accommodation establishments,NGHT,Nights,_T,All visitors (overnight and same-day),HOTELS,Hotels and similar establishments,TDS,Tourism demand surveys,2012,,2756446,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),Inbound tourism,I,LVA,Latvia,_Z,Not applicable,NIGHTS_ACCOM,Nights spent in tourism accommodation establishments,NGHT,Nights,_T,All visitors (overnight and same-day),HOTELS,Hotels and similar establishments,TDS,Tourism demand surveys,2013,,3060142,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),Inbound tourism,I,LVA,Latvia,_Z,Not applicable,NIGHTS_ACCOM,Nights spent in tourism accommodation establishments,NGHT,Nights,_T,All visitors (overnight and same-day),HOTELS,Hotels and similar establishments,TDS,Tourism demand surveys,2014,,3268984,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),Inbound tourism,I,LVA,Latvia,_Z,Not applicable,NIGHTS_ACCOM,Nights spent in tourism accommodation establishments,NGHT,Nights,_T,All visitors (overnight and same-day),HOTELS,Hotels and similar establishments,TDS,Tourism demand surveys,2015,,3565534,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),Inbound tourism,I,LVA,Latvia,_Z,Not applicable,NIGHTS_ACCOM,Nights spent in tourism accommodation establishments,NGHT,Nights,_T,All visitors (overnight and same-day),HOTELS,Hotels and similar establishments,TDS,Tourism demand surveys,2016,,3146055,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),Inbound tourism,I,LVA,Latvia,_Z,Not applicable,NIGHTS_ACCOM,Nights spent in tourism accommodation establishments,NGHT,Nights,_T,All visitors (overnight and same-day),HOTELS,Hotels and similar establishments,TDS,Tourism demand surveys,2017,,3125258,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),Inbound tourism,I,LVA,Latvia,_Z,Not applicable,NIGHTS_ACCOM,Nights spent in tourism accommodation establishments,NGHT,Nights,_T,All visitors (overnight and same-day),HOTELS,Hotels and similar establishments,TDS,Tourism demand surveys,2018,,3049412,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),Inbound tourism,I,LVA,Latvia,_Z,Not applicable,NIGHTS_ACCOM,Nights spent in tourism accommodation establishments,NGHT,Nights,_T,All visitors (overnight and same-day),HOTELS,Hotels and similar establishments,TDS,Tourism demand surveys,2019,,3549407,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),Inbound tourism,I,LVA,Latvia,_Z,Not applicable,NIGHTS_ACCOM,Nights spent in tourism accommodation establishments,NGHT,Nights,_T,All visitors (overnight and same-day),HOTELS,Hotels and similar establishments,TDS,Tourism demand surveys,2020,,757106,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),Inbound tourism,I,LVA,Latvia,_Z,Not applicable,NIGHTS_ACCOM,Nights spent in tourism accommodation establishments,NGHT,Nights,_T,All visitors (overnight and same-day),HOTELS,Hotels and similar establishments,TDS,Tourism demand surveys,2021,,390423,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),Inbound tourism,I,MEX,Mexico,_Z,Not applicable,NIGHTS_ACCOM,Nights spent in tourism accommodation establishments,NGHT,Nights,_T,All visitors (overnight and same-day),HOTELS,Hotels and similar establishments,TDS,Tourism demand surveys,2008,,62031857,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),Inbound tourism,I,MEX,Mexico,_Z,Not applicable,NIGHTS_ACCOM,Nights spent in tourism accommodation establishments,NGHT,Nights,_T,All visitors (overnight and same-day),HOTELS,Hotels and similar establishments,TDS,Tourism demand surveys,2009,,49670663,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),Inbound tourism,I,MEX,Mexico,_Z,Not applicable,NIGHTS_ACCOM,Nights spent in tourism accommodation establishments,NGHT,Nights,_T,All visitors (overnight and same-day),HOTELS,Hotels and similar establishments,TDS,Tourism demand surveys,2010,,55653187,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),Inbound tourism,I,MEX,Mexico,_Z,Not applicable,NIGHTS_ACCOM,Nights spent in tourism accommodation establishments,NGHT,Nights,_T,All visitors (overnight and same-day),HOTELS,Hotels and similar establishments,TDS,Tourism demand surveys,2011,,54551036,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),Inbound tourism,I,MEX,Mexico,_Z,Not applicable,NIGHTS_ACCOM,Nights spent in tourism accommodation establishments,NGHT,Nights,_T,All visitors (overnight and same-day),HOTELS,Hotels and similar establishments,TDS,Tourism demand surveys,2012,,57527194,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),Inbound tourism,I,MEX,Mexico,_Z,Not applicable,NIGHTS_ACCOM,Nights spent in tourism accommodation establishments,NGHT,Nights,_T,All visitors (overnight and same-day),HOTELS,Hotels and similar establishments,TDS,Tourism demand surveys,2013,,63766450,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),Inbound tourism,I,MEX,Mexico,_Z,Not applicable,NIGHTS_ACCOM,Nights spent in tourism accommodation establishments,NGHT,Nights,_T,All visitors (overnight and same-day),HOTELS,Hotels and similar establishments,TDS,Tourism demand surveys,2014,,70717598,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),Inbound tourism,I,MEX,Mexico,_Z,Not applicable,NIGHTS_ACCOM,Nights spent in tourism accommodation establishments,NGHT,Nights,_T,All visitors (overnight and same-day),HOTELS,Hotels and similar establishments,TDS,Tourism demand surveys,2015,,82653874,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),Inbound tourism,I,MEX,Mexico,_Z,Not applicable,NIGHTS_ACCOM,Nights spent in tourism accommodation establishments,NGHT,Nights,_T,All visitors (overnight and same-day),HOTELS,Hotels and similar establishments,TDS,Tourism demand surveys,2016,,86616033,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),Inbound tourism,I,MEX,Mexico,_Z,Not applicable,NIGHTS_ACCOM,Nights spent in tourism accommodation establishments,NGHT,Nights,_T,All visitors (overnight and same-day),HOTELS,Hotels and similar establishments,TDS,Tourism demand surveys,2017,,90777761,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),Inbound tourism,I,MEX,Mexico,_Z,Not applicable,NIGHTS_ACCOM,Nights spent in tourism accommodation establishments,NGHT,Nights,_T,All visitors (overnight and same-day),HOTELS,Hotels and similar establishments,TDS,Tourism demand surveys,2018,,93322515,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),Inbound tourism,I,MEX,Mexico,_Z,Not applicable,NIGHTS_ACCOM,Nights spent in tourism accommodation establishments,NGHT,Nights,_T,All visitors (overnight and same-day),HOTELS,Hotels and similar establishments,TDS,Tourism demand surveys,2019,,97151304,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),Inbound tourism,I,MEX,Mexico,_Z,Not applicable,NIGHTS_ACCOM,Nights spent in tourism accommodation establishments,NGHT,Nights,_T,All visitors (overnight and same-day),HOTELS,Hotels and similar establishments,TDS,Tourism demand surveys,2020,,43613734,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),Inbound tourism,I,MEX,Mexico,_Z,Not applicable,NIGHTS_ACCOM,Nights spent in tourism accommodation establishments,NGHT,Nights,_T,All visitors (overnight and same-day),HOTELS,Hotels and similar establishments,TDS,Tourism demand surveys,2021,,70992243,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),Inbound tourism,I,MEX,Mexico,_Z,Not applicable,NIGHTS_ACCOM,Nights spent in tourism accommodation establishments,NGHT,Nights,_T,All visitors (overnight and same-day),HOTELS,Hotels and similar establishments,TDS,Tourism demand surveys,2022,,103877320,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),Inbound tourism,I,POL,Poland,_Z,Not applicable,NIGHTS_ACCOM,Nights spent in tourism accommodation establishments,NGHT,Nights,_T,All visitors (overnight and same-day),HOTELS,Hotels and similar establishments,TDS,Tourism demand surveys,2014,,28438911,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),Inbound tourism,I,POL,Poland,_Z,Not applicable,NIGHTS_ACCOM,Nights spent in tourism accommodation establishments,NGHT,Nights,_T,All visitors (overnight and same-day),HOTELS,Hotels and similar establishments,TDS,Tourism demand surveys,2015,,24495054,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),Inbound tourism,I,POL,Poland,_Z,Not applicable,NIGHTS_ACCOM,Nights spent in tourism accommodation establishments,NGHT,Nights,_T,All visitors (overnight and same-day),HOTELS,Hotels and similar establishments,TDS,Tourism demand surveys,2016,,36903598,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),Inbound tourism,I,POL,Poland,_Z,Not applicable,NIGHTS_ACCOM,Nights spent in tourism accommodation establishments,NGHT,Nights,_T,All visitors (overnight and same-day),HOTELS,Hotels and similar establishments,TDS,Tourism demand surveys,2017,,41390130,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),Inbound tourism,I,POL,Poland,_Z,Not applicable,NIGHTS_ACCOM,Nights spent in tourism accommodation establishments,NGHT,Nights,_T,All visitors (overnight and same-day),HOTELS,Hotels and similar establishments,TDS,Tourism demand surveys,2018,,47194871,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),Inbound tourism,I,POL,Poland,_Z,Not applicable,NIGHTS_ACCOM,Nights spent in tourism accommodation establishments,NGHT,Nights,_T,All visitors (overnight and same-day),HOTELS,Hotels and similar establishments,TDS,Tourism demand surveys,2019,,52979135,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),Inbound tourism,I,POL,Poland,_Z,Not applicable,NIGHTS_ACCOM,Nights spent in tourism accommodation establishments,NGHT,Nights,_T,All visitors (overnight and same-day),HOTELS,Hotels and similar establishments,TDS,Tourism demand surveys,2020,,20636996,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),Inbound tourism,I,POL,Poland,_Z,Not applicable,NIGHTS_ACCOM,Nights spent in tourism accommodation establishments,NGHT,Nights,_T,All visitors (overnight and same-day),HOTELS,Hotels and similar establishments,TDS,Tourism demand surveys,2021,,21466610,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),Inbound tourism,I,POL,Poland,_Z,Not applicable,NIGHTS_ACCOM,Nights spent in tourism accommodation establishments,NGHT,Nights,_T,All visitors (overnight and same-day),HOTELS,Hotels and similar establishments,TDS,Tourism demand surveys,2022,,31830362,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),Inbound tourism,I,ESP,Spain,_Z,Not applicable,NIGHTS_ACCOM,Nights spent in tourism accommodation establishments,NGHT,Nights,_T,All visitors (overnight and same-day),HOTELS,Hotels and similar establishments,TDS,Tourism demand surveys,2008,,257386237,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),Inbound tourism,I,ESP,Spain,_Z,Not applicable,NIGHTS_ACCOM,Nights spent in tourism accommodation establishments,NGHT,Nights,_T,All visitors (overnight and same-day),HOTELS,Hotels and similar establishments,TDS,Tourism demand surveys,2009,,224841881,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),Inbound tourism,I,ESP,Spain,_Z,Not applicable,NIGHTS_ACCOM,Nights spent in tourism accommodation establishments,NGHT,Nights,_T,All visitors (overnight and same-day),HOTELS,Hotels and similar establishments,TDS,Tourism demand surveys,2010,,227250519,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),Inbound tourism,I,ESP,Spain,_Z,Not applicable,NIGHTS_ACCOM,Nights spent in tourism accommodation establishments,NGHT,Nights,_T,All visitors (overnight and same-day),HOTELS,Hotels and similar establishments,TDS,Tourism demand surveys,2011,,247402446,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),Inbound tourism,I,ESP,Spain,_Z,Not applicable,NIGHTS_ACCOM,Nights spent in tourism accommodation establishments,NGHT,Nights,_T,All visitors (overnight and same-day),HOTELS,Hotels and similar establishments,TDS,Tourism demand surveys,2012,,251822343,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),Inbound tourism,I,ESP,Spain,_Z,Not applicable,NIGHTS_ACCOM,Nights spent in tourism accommodation establishments,NGHT,Nights,_T,All visitors (overnight and same-day),HOTELS,Hotels and similar establishments,TDS,Tourism demand surveys,2013,,267358789,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),Inbound tourism,I,ESP,Spain,_Z,Not applicable,NIGHTS_ACCOM,Nights spent in tourism accommodation establishments,NGHT,Nights,_T,All visitors (overnight and same-day),HOTELS,Hotels and similar establishments,TDS,Tourism demand surveys,2014,,279622970,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),Inbound tourism,I,ESP,Spain,_Z,Not applicable,NIGHTS_ACCOM,Nights spent in tourism accommodation establishments,NGHT,Nights,_T,All visitors (overnight and same-day),HOTELS,Hotels and similar establishments,TDS,Tourism demand surveys,2016,,280646212,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),Inbound tourism,I,ESP,Spain,_Z,Not applicable,NIGHTS_ACCOM,Nights spent in tourism accommodation establishments,NGHT,Nights,_T,All visitors (overnight and same-day),HOTELS,Hotels and similar establishments,TDS,Tourism demand surveys,2017,,291692223,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),Inbound tourism,I,ESP,Spain,_Z,Not applicable,NIGHTS_ACCOM,Nights spent in tourism accommodation establishments,NGHT,Nights,_T,All visitors (overnight and same-day),HOTELS,Hotels and similar establishments,TDS,Tourism demand surveys,2018,,287883699,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),Inbound tourism,I,ESP,Spain,_Z,Not applicable,NIGHTS_ACCOM,Nights spent in tourism accommodation establishments,NGHT,Nights,_T,All visitors (overnight and same-day),HOTELS,Hotels and similar establishments,TDS,Tourism demand surveys,2019,,287763637,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),Inbound tourism,I,ESP,Spain,_Z,Not applicable,NIGHTS_ACCOM,Nights spent in tourism accommodation establishments,NGHT,Nights,_T,All visitors (overnight and same-day),HOTELS,Hotels and similar establishments,TDS,Tourism demand surveys,2020,,57064951,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),Inbound tourism,I,ESP,Spain,_Z,Not applicable,NIGHTS_ACCOM,Nights spent in tourism accommodation establishments,NGHT,Nights,_T,All visitors (overnight and same-day),HOTELS,Hotels and similar establishments,TDS,Tourism demand surveys,2021,,108424246,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),Inbound tourism,I,ESP,Spain,_Z,Not applicable,NIGHTS_ACCOM,Nights spent in tourism accommodation establishments,NGHT,Nights,_T,All visitors (overnight and same-day),HOTELS,Hotels and similar establishments,TDS,Tourism demand surveys,2022,,257975705,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),Inbound tourism,I,GBR,United Kingdom,_Z,Not applicable,NIGHTS_ACCOM,Nights spent in tourism accommodation establishments,NGHT,Nights,_T,All visitors (overnight and same-day),HOTELS,Hotels and similar establishments,TDS,Tourism demand surveys,2008,,61633085,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),Inbound tourism,I,GBR,United Kingdom,_Z,Not applicable,NIGHTS_ACCOM,Nights spent in tourism accommodation establishments,NGHT,Nights,_T,All visitors (overnight and same-day),HOTELS,Hotels and similar establishments,TDS,Tourism demand surveys,2009,,60050111,,A,Normal value,A,Normal value,0,Units
